Drug 1 ATC Code	Drug 1 Name	Drug 1 RxCUI	Drug 1 Class Name	Drug 1 Code	Drug 2 ATC Code	Drug 2 Name	Drug 2 RxCUI	Drug 2 Class Name	Drug 2 Code	Clinical Source	Source File	Description	Severity	Comment
J05AE14	SIMEPREVIR	1482790			S03BA01	DEXAMETHASONE	3264			ANSM	458-SIMEPREVIR.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of simeprevir due to increase of its hepatic metabolism by the dexamethasone	Not recommended	With the exception of dexamethasone administered in a single dose
J05AE14	SIMEPREVIR	1482790			D07CB04	DEXAMETHASONE	3264			ANSM	458-SIMEPREVIR.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of simeprevir due to increase of its hepatic metabolism by the dexamethasone	Not recommended	With the exception of dexamethasone administered in a single dose
J05AE14	SIMEPREVIR	1482790			S01CA01	DEXAMETHASONE	3264			ANSM	458-SIMEPREVIR.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of simeprevir due to increase of its hepatic metabolism by the dexamethasone	Not recommended	With the exception of dexamethasone administered in a single dose
J05AE14	SIMEPREVIR	1482790			S02CA06	DEXAMETHASONE	3264			ANSM	458-SIMEPREVIR.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of simeprevir due to increase of its hepatic metabolism by the dexamethasone	Not recommended	With the exception of dexamethasone administered in a single dose
J05AE14	SIMEPREVIR	1482790			S03CA01	DEXAMETHASONE	3264			ANSM	458-SIMEPREVIR.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of simeprevir due to increase of its hepatic metabolism by the dexamethasone	Not recommended	With the exception of dexamethasone administered in a single dose
J05AE14	SIMEPREVIR	1482790			R01AD53	DEXAMETHASONE	3264			ANSM	458-SIMEPREVIR.html	With the dexamethasone for systemic use, risk of decrease of the plasma concentrations of simeprevir due to increase of its hepatic metabolism by the dexamethasone	Not recommended	With the exception of dexamethasone administered in a single dose
J05AE14	SIMEPREVIR	1482790						ENZYMATIC INDUCERS	N03-J05-001	ANSM	458-SIMEPREVIR.html	Decrease of he plasma concentrations of simeprevir due to increase of its hepatic metabolism by the inducer	Not recommended	
J05AE14	SIMEPREVIR	1482790						STRONG INHIBITORS OF CYP3A4	J02-J05	ANSM	458-SIMEPREVIR.html	Risk of increase of the plasma concentrations of simeprevir due to decrease of its heptatic metabolism by the inhibitor	Not recommended	
J05AE14	SIMEPREVIR	1482790				ST JOHNS WORT	258326			ANSM	458-SIMEPREVIR.html	Risk of decrease of the plasma concentrations of simeprevir due to increase of its hepatic metabolism by the St Johns wort	Not recommended	
C10AA01	SIMVASTATIN	36567				GRAPEFRUIT JUICE				ANSM	459-SIMVASTATIN.html	Significant increase of the plasma concentrations of the cholesterol lowering agent, with risk of onset of undesirable effects, especially muscular	Not recommended	
C10AA01	SIMVASTATIN	36567			C01BD01	AMIODARONE	703			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (concentration-dependant) of the rhabdomyolysis type (decrease of the hepatic metabolism of the simvastatin)	Precaution for use	Do not exceed the dosage of 20mg/day of simvastatin or use another statin not affected by this type of interaction
C10AA01	SIMVASTATIN	36567			C08CA01	AMLODIPINE	17767			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (dose dependant) of the rhabdomyolysis type (decrease of the hepatic metabolism of the cholesterol lowering agent). 	Precaution for use	Do not exceed the dosage of 40 mg/day of simvastatin or use another statin not affected by this type of interaction
C10AA01	SIMVASTATIN	36567			C09BB04	AMLODIPINE	17767			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (dose dependant) of the rhabdomyolysis type (decrease of the hepatic metabolism of the cholesterol lowering agent). 	Precaution for use	Do not exceed the dosage of 40 mg/day of simvastatin or use another statin not affected by this type of interaction
C10AA01	SIMVASTATIN	36567			C09DB01	AMLODIPINE	17767			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (dose dependant) of the rhabdomyolysis type (decrease of the hepatic metabolism of the cholesterol lowering agent). 	Precaution for use	Do not exceed the dosage of 40 mg/day of simvastatin or use another statin not affected by this type of interaction
C10AA01	SIMVASTATIN	36567			C09DB02	AMLODIPINE	17767			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (dose dependant) of the rhabdomyolysis type (decrease of the hepatic metabolism of the cholesterol lowering agent). 	Precaution for use	Do not exceed the dosage of 40 mg/day of simvastatin or use another statin not affected by this type of interaction
C10AA01	SIMVASTATIN	36567			C10BX03	AMLODIPINE	17767			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (dose dependant) of the rhabdomyolysis type (decrease of the hepatic metabolism of the cholesterol lowering agent). 	Precaution for use	Do not exceed the dosage of 40 mg/day of simvastatin or use another statin not affected by this type of interaction
C10AA01	SIMVASTATIN	36567			C09BB03	AMLODIPINE	17767			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (dose dependant) of the rhabdomyolysis type (decrease of the hepatic metabolism of the cholesterol lowering agent). 	Precaution for use	Do not exceed the dosage of 40 mg/day of simvastatin or use another statin not affected by this type of interaction
C10AA01	SIMVASTATIN	36567			C09DB04	AMLODIPINE	17767			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (dose dependant) of the rhabdomyolysis type (decrease of the hepatic metabolism of the cholesterol lowering agent). 	Precaution for use	Do not exceed the dosage of 40 mg/day of simvastatin or use another statin not affected by this type of interaction
C10AA01	SIMVASTATIN	36567			C09DX01	AMLODIPINE	17767			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (dose dependant) of the rhabdomyolysis type (decrease of the hepatic metabolism of the cholesterol lowering agent). 	Precaution for use	Do not exceed the dosage of 40 mg/day of simvastatin or use another statin not affected by this type of interaction
C10AA01	SIMVASTATIN	36567			C08GA02	AMLODIPINE	17767			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (dose dependant) of the rhabdomyolysis type (decrease of the hepatic metabolism of the cholesterol lowering agent). 	Precaution for use	Do not exceed the dosage of 40 mg/day of simvastatin or use another statin not affected by this type of interaction
C10AA01	SIMVASTATIN	36567			C09BX01	AMLODIPINE	17767			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (dose dependant) of the rhabdomyolysis type (decrease of the hepatic metabolism of the cholesterol lowering agent). 	Precaution for use	Do not exceed the dosage of 40 mg/day of simvastatin or use another statin not affected by this type of interaction
C10AA01	SIMVASTATIN	36567			C09DB07	AMLODIPINE	17767			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (dose dependant) of the rhabdomyolysis type (decrease of the hepatic metabolism of the cholesterol lowering agent). 	Precaution for use	Do not exceed the dosage of 40 mg/day of simvastatin or use another statin not affected by this type of interaction
C10AA01	SIMVASTATIN	36567			J01FA10	AZITHROMYCIN 	18631			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (concentration-dependant) of the rhabdomyolysis type, due to decrease of the hepatic metabolism of the cholesterol lowering agent. 	Precaution for use	Use weaker doses of the cholesterol lowering agent or another statin not affected by this type of interaction
C10AA01	SIMVASTATIN	36567			N03AF01	CARBAMAZEPINE	2002			ANSM	459-SIMVASTATIN.html	Large decrease of the plasma concentrations of simvastatin, due to increase of its hepatic metabolism	Not recommended	
C10AA01	SIMVASTATIN	36567			L04AD01	CICLOSPORIN	3008			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (concentration-dependant) of the rhabdomyolysis type due to decrease of the metabolism of the simvastatin	Precaution for use	Do not exceed the dosage of 10 mg/day of simvastatin. If the therapeutic objective is not reached at this dosage, use another statin not affected by this type of interaction.
C10AA01	SIMVASTATIN	36567			S01XA18	CICLOSPORIN	3008			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (concentration-dependant) of the rhabdomyolysis type due to decrease of the metabolism of the simvastatin	Precaution for use	Do not exceed the dosage of 10 mg/day of simvastatin. If the therapeutic objective is not reached at this dosage, use another statin not affected by this type of interaction.
C10AA01	SIMVASTATIN	36567			J01FA09	CLARITHROMYCIN	21212			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (concentration-dependant) of the rhabdomyolysis type, due to decrease of the hepatic metabolism of the cholesterol lowering agent. 	Contraindication	
C10AA01	SIMVASTATIN	36567			A02BD04	CLARITHROMYCIN	21212			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (concentration-dependant) of the rhabdomyolysis type, due to decrease of the hepatic metabolism of the cholesterol lowering agent. 	Contraindication	
C10AA01	SIMVASTATIN	36567			A02BD05	CLARITHROMYCIN	21212			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (concentration-dependant) of the rhabdomyolysis type, due to decrease of the hepatic metabolism of the cholesterol lowering agent. 	Contraindication	
C10AA01	SIMVASTATIN	36567			A02BD06	CLARITHROMYCIN	21212			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (concentration-dependant) of the rhabdomyolysis type, due to decrease of the hepatic metabolism of the cholesterol lowering agent. 	Contraindication	
C10AA01	SIMVASTATIN	36567			A02BD07	CLARITHROMYCIN	21212			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (concentration-dependant) of the rhabdomyolysis type, due to decrease of the hepatic metabolism of the cholesterol lowering agent. 	Contraindication	
C10AA01	SIMVASTATIN	36567			G03XA01	DANAZOL	3102			ANSM	459-SIMVASTATIN.html	Increased risk of onset of rhabdomyolysis	Not recommended	If administering these medications together is deemed necessary, do not exceed the dose of 10 mg of simvastatin. 
C10AA01	SIMVASTATIN	36567			C08DB01	DILTIAZEM	3443			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (concentration-dependant) of the rhabdomyolysis type, due to decrease of the hepatic metabolism of the cholesterol lowering agent. 	Precaution for use	Do not exceed the dosage of 20mg/day of simvastatin. If the therapeutic objective is not reached at this dosage, use another statin not affected by this type of interaction. 
C10AA01	SIMVASTATIN	36567			C01BD07	DRONEDARONE	233698			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (concentration-dependant) of the rhabdomyolysis type (decrease of the hepatic metabolism of the simvastatin)	Not recommended	
C10AA01	SIMVASTATIN	36567			D10AF02	ERYTHROMYCIN	4053			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (concentration-dependant) of the rhabdomyolysis type (decrease of the hepatic metabolism of the cholesterol lowering agent)	Contraindication	
C10AA01	SIMVASTATIN	36567			D10AF52	ERYTHROMYCIN	4053			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (concentration-dependant) of the rhabdomyolysis type (decrease of the hepatic metabolism of the cholesterol lowering agent)	Contraindication	
C10AA01	SIMVASTATIN	36567			J01FA01	ERYTHROMYCIN	4053			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (concentration-dependant) of the rhabdomyolysis type (decrease of the hepatic metabolism of the cholesterol lowering agent)	Contraindication	
C10AA01	SIMVASTATIN	36567			S01AA17	ERYTHROMYCIN	4053			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (concentration-dependant) of the rhabdomyolysis type (decrease of the hepatic metabolism of the cholesterol lowering agent)	Contraindication	
C10AA01	SIMVASTATIN	36567						RITONAVIR BOOSTED PROTEASE INHIBITORS	J05AE-002	ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (concentration-dependant) of the rhabdomyolysis type (decrease of the hepatic metabolism of the simvastatin)	Contraindication	
C10AA01	SIMVASTATIN	36567			J02AC02	ITRACONAZOLE	28031			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (concentration-dependant) of the rhabdomyolysis type (decrease of the hepatic metabolism of the simvastatin)	Contraindication	
C10AA01	SIMVASTATIN	36567			D01AC08	KETOCONAZOLE	6135			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (concentration-dependant) of the rhabdomyolysis type (decrease of the hepatic metabolism of the cholesterol lowering agent)	Contraindication 	Use a statin not affected by this type of interaction
C10AA01	SIMVASTATIN	36567			G01AF11	KETOCONAZOLE	6135			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (concentration-dependant) of the rhabdomyolysis type (decrease of the hepatic metabolism of the cholesterol lowering agent)	Contraindication 	Use a statin not affected by this type of interaction
C10AA01	SIMVASTATIN	36567			J02AB02	KETOCONAZOLE	6135			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (concentration-dependant) of the rhabdomyolysis type (decrease of the hepatic metabolism of the cholesterol lowering agent)	Contraindication 	Use a statin not affected by this type of interaction
C10AA01	SIMVASTATIN	36567				ST JOHNS WORT	258326			ANSM	459-SIMVASTATIN.html	Decrease of the effectiveness of the cholesterol lowering agent due to increase of its hepatic metabolism by the St Johns wort	Not recommended	
C10AA01	SIMVASTATIN	36567						OMBITASVIR + PARITAPREVIR	OMPA	ANSM	459-SIMVASTATIN.html	Increase of the plasma concentrations of simvastatin due to decrease of its hepatic metabolism by the therapy with ombitavir+paritaprevir	Not recommended	
C10AA01	SIMVASTATIN	36567			J02AC04	POSACONAZOLE	282446			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (concentration dependant) of the rhabdomyolysis type (decrease of the hepatic metabolism of the HMG-CoA reductase inhibitor).	Contraindication	
C10AA01	SIMVASTATIN	36567			C01EB18	RANOLAZINE	35829			ANSM	459-SIMVASTATIN.html	Increased risk of undesirable effects (concentration-dependant) of the rhabdomyolysis type due to inhibition of the metabolism of the simvastatin by the ranolazine	Precaution for use	Do not exceed the dosage of 20 mg/day of simvastatin or use another statin not affected by this type of interaction
C10AA01	SIMVASTATIN	36567			J04AB02	RIFAMPICIN	9384			ANSM	459-SIMVASTATIN.html	Very large decrease of the plasma concentrations of simvastatin due to increase of its hepatic metabolism by the rifampicin.	Not recommended	
